cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,id_region,region,cve_geo,cve_local,nom_local,id_ue,nom_ue,razon_soc,cod_act,nom_act,num_per,lat,long,fecha
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4537897,COLEGIO F.HERBART MERIDA,,611171,Escuelas del sector privado que combinan diversos niveles de educacion,6 a 10 personas,20.99906474,-89.57652152,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8859571,COLEGIO HUELLAS DEL SURESTE,,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,20.92507985,-89.60860259,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4517975,COLEGIO HUMANISTA ALFRED NOBEL,COLEGIO HUMANISTA ALFRED NOBEL SC SA DE CV,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,21.07019033,-89.66382603,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6414265,COLEGIO IBERO AMERICANO DE MERIDA,COLEGIO IBEROAMERICANO DE MERIDA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,31 a 50 personas,20.98728961,-89.62921474,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6416396,COLEGIO IBEROAMERICANO DE MERIDA AC,COLEGIO IBEROAMERICANO DE MERIDA AC ,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,21.05178737,-89.63570768,2010-07
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4529067,COLEGIO INTERACTIVO PROGRESO PREESCOLAR,CENTRO DE ESTUDIOS E INVESTIGACIoN MeRIDA AC,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,21.28322788,-89.67097313,2010-07
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4574037,COLEGIO INTERACTIVO PROGRESO PRIMARIA,CENTRO DE ESTUDIOS DE INVESTIGACIoN MeRIDA AC,611121,Escuelas de educacion primaria del sector privado,11 a 30 personas,21.2840354,-89.67105232,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4583808,COLEGIO JARDINES,"COLEGIO JARDINES, A.C. ",611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,20.99994056,-89.58939936,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6414268,COLEGIO JENARO RODRIGUEZ CORREA A.C.,IMPULSORA DEL COLEGIO JENARO RODRIGUEZ CORREA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,20.98667487,-89.6337787,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6414378,COLEGIO JUANA DE ASBAJE,COLEGIO JUANA DE ASBAJE AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,51 a 100 personas,21.00880608,-89.586224,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4512859,COLEGIO LIBANES PENINSULAR,FUNDACIoN SAIDE NOGEDA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,31 a 50 personas,21.01320751,-89.6071392,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4518089,COLEGIO LIBERTAD PREESCOLAR,,611111,Escuelas de educacion preescolar del sector privado,0 a 5 personas,21.06935801,-89.64804586,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4516444,COLEGIO LOURDES,CENTRO DE ESTUDIOS LOURDES AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,20.96148962,-89.61023389,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4514593,COLEGIO MARIA GONZSALEZ PALMA AC,,611171,Escuelas del sector privado que combinan diversos niveles de educacion,31 a 50 personas,20.97350436,-89.61482123,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7287479,COLEGIO MERAKI,,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,21.07739352,-89.65988915,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6412881,COLEGIO MERIDA AC,COLEGIO MERIDA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,21.01040908,-89.62375485,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4580096,COLEGIO MESOAMERICANO,COLEGIO MESOAMERICANO AC,611161,Escuelas de educacion media superior del sector privado,11 a 30 personas,20.95910965,-89.63142386,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4588661,COLEGIO MEXICANO DE TAE KWON DO,COLEGIO MEXICANO SOKDOKYUNHYUNG ,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.966898,-89.58123562,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8014079,COLEGIO MEXICANO DE TAE KWON DO TIGRES NORTE,COLEGIO MEXICANO DE TAE KWON DO TIGRES NORTE ,611621,Escuelas de deporte del sector privado,0 a 5 personas,21.04246649,-89.63836185,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8378253,COLEGIO MEXICANO DE TAEM AZAR COYA,,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.97575892,-89.57518371,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4575348,COLEGIO MONTEJO PRESCOLAR Y PRIMARIA,COLEGIO MONTEJO AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,20.99244028,-89.61075344,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,9328170,COLEGIO MONTREAL,GRUPO KAANS DE MERIDA ,611171,Escuelas del sector privado que combinan diversos niveles de educacion,0 a 5 personas,21.05540467,-89.65803403,2020-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4582380,COLEGIO NIÑOS DE AMERICA,COLEGIO NIÑOS DE AMERICA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,20.9845465,-89.66164398,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4579251,COLEGIO NIÑOS DE AMERICA,COLEGIO NIÑOS DE AMeRICA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,21.0097395,-89.66510028,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4515971,COLEGIO PARTICULAR KUKULCAN,COLEGIO MULTI MODAL DE CAPACITACION INTERACTIVA SC,611121,Escuelas de educacion primaria del sector privado,11 a 30 personas,20.94476957,-89.59851579,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6413006,COLEGIO PENINSULAR AC,COLEGIO PENINSULAR AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,21.00348363,-89.61707638,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7515112,COLEGIO PEQUEÑOS GRANDES GENIOS,,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,20.96377055,-89.6772303,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4592546,COLEGIO RAMON LOPEZ VELARDE AC,"ESCUELA RAMON LOPEZ VELARDE DE MERIDA, AC ",611161,Escuelas de educacion media superior del sector privado,0 a 5 personas,20.96288807,-89.62389492,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4579861,COLEGIO RAMON LOPEZ VELARDE AC,,611161,Escuelas de educacion media superior del sector privado,0 a 5 personas,20.96284159,-89.6239858,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4579862,COLEGIO RAMON LOPEZ VELARDE AC TURNO MATUTINO,COLEGIO RAMoN LoPEZ VELARDE AC SC,611151,Escuelas de educacion media tecnica terminal del sector privado,6 a 10 personas,20.9628435,-89.62398545,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6414801,COLEGIO REGIONAL DE MeXICO,DESARROLLOS EDUCATIVOS VALLADOLID AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,20.9882609,-89.58423174,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7990494,COLEGIO REGIONAL DE MEXICO,SISTEMA NACIONAL DE EDUCACION VALLADOLID AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,31 a 50 personas,20.94646877,-89.69673087,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6698164,COLEGIO SUPERIOR DE CIENCIAS JURIDICAS,COLEGIO SUPERIOR DE CIENCIAS JURIDICAS SC,611311,Escuelas de educacion superior del sector privado,11 a 30 personas,20.99226759,-89.61872586,2016-01
31,Yucatán       ,096,Tizimin,Tizimin,5,V Noreste ,31096,1,Tizimin,6413080,COLEGIO TERESA DE AVILA DE TIZIMIN A.C,COLEGIO TERESA DE AVILA DE TIZIMIN AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,51 a 100 personas,21.14241086,-88.13256642,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6280086,COLEGIO TERESIANO,COLEGIO AMERICA DE MERIDA AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,20.98894462,-89.61777957,2010-07
31,Yucatán       ,096,Tizimin,Tizimin,5,V Noreste ,31096,1,Tizimin,6705736,COLEGIO TIZIMIN,COLEGIO TIZIMIN AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,21.15567331,-88.14558179,2016-01
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6223331,COLEGIO YUCATAN,COLEGIO YUCATAN SOCIEDAD CIVIL PRIVADA,611121,Escuelas de educacion primaria del sector privado,0 a 5 personas,21.0028455,-89.64925643,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6223721,COLEGIO YUCATAN,COLEGIO YUCATAN SCP,611121,Escuelas de educacion primaria del sector privado,11 a 30 personas,21.00284573,-89.64925634,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6223330,COLEGIO YUCATAN,COLEGIO YUCATAN SOCIEDAD CIVIL PARTICULAR,611171,Escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,21.00233929,-89.64806374,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8292247,COLEGIO YUCATAN SECUNDARIA,COLEGIO YUCATAN SCP,611121,Escuelas de educacion primaria del sector privado,11 a 30 personas,21.00233807,-89.64804317,2019-11
31,Yucatán       ,017,Chankom,Chankom,6,VI Oriente,31017,1,Chankom,4499360,COLOEGIO DE BACHILLERES,SECRETARIA DE EDUCACION PUBLICA ,611162,Escuelas de educacion media superior del sector publico,6 a 10 personas,20.56931463,-88.5132696,2010-07
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,8527984,COMPLEJO EDUCATIVO EUROAMERICANO,,611121,Escuelas de educacion primaria del sector privado,6 a 10 personas,20.39676177,-89.54023596,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7606312,COMUNICARTE,,611631,Escuelas de idiomas del sector privado,0 a 5 personas,20.99323379,-89.70883552,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,77,Chablekal,4573667,COMUNIDAD COOX MEYAJ,SECRETARIA DE EDUCACION PUBLICA AC,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,21.09247457,-89.57787381,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4537124,COMUNIDAD EDUCATIVA ATELIART,,611111,Escuelas de educacion preescolar del sector privado,0 a 5 personas,21.02867874,-89.58310859,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8336066,COMUNIDAD EDUCATIVA COLDEM COLEGIO DE MEXICO,INSTITUTO YUCATECO DE ESTUDIOS SUPERIORES AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,31 a 50 personas,21.00752777,-89.5757601,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,84,Cholul,4527703,COMUNIDAD EDUCATIVA DE YUCATAN,EDUCACION EN VALORES DE YUCATAN AC,611161,Escuelas de educacion media superior del sector privado,11 a 30 personas,21.0303923,-89.56473773,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4516464,COMUNIDAD EDUCATIVA JOSEFINA PATRON DE GAMBOA,COMUNIDAD EDUCATIVA DEL NUEVO MILENIO AC,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,20.96024431,-89.6109803,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8044998,COMUNIDAD EDUCATIVA KIIMAKOOL,KIIMAKOOL ,611111,Escuelas de educacion preescolar del sector privado,0 a 5 personas,20.99267253,-89.61952139,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4536341,COMUNIDAD EDUCATIVA MARIA MONTESSORI,COMUNIDAD EDUCATIVA MARIA MONTESSORI AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,0 a 5 personas,21.02306274,-89.61099732,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4577438,COMUNIDAD EDUCATIVA YAXUNAH CEY,COMUNIDAD EDUCATIVA YAXUNAH CEY ,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,21.00155203,-89.63689931,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4512956,CONAFE,CONSEJO NACIONAL DE FOMENTO EDUCATIVO ,611172,Escuelas del sector publico que combinan diversos niveles de educacion,0 a 5 personas,21.01397617,-89.58969384,2010-07
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,7,VII Sur ,31056,1,Oxkutzcab,4563098,CONAFE,SECRETARIA DE EDUCACION PUBLICA ,611122,Escuelas de educacion primaria del sector publico,0 a 5 personas,20.28705923,-89.40578154,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4589029,CONALEP MERIDA I TURNO MATUTINO,COLEGIO DE EDUCACIoN PROFESIONAL TeCNICA DEL ESTADO DE YUCATAN ,611162,Escuelas de educacion media superior del sector publico,51 a 100 personas,20.96983677,-89.58858677,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4532506,CONALEP MERIDA I TURNO VESPERTINO,COLEGIO DE EDUCACIoN PROFESIONAL TeCNICA DEL ESTADO DE YUCATAN. ,611162,Escuelas de educacion media superior del sector publico,51 a 100 personas,20.96983677,-89.58858677,2014-12
31,Yucatán       ,079,Tekax,Tekax,7,VII Sur ,31079,1,Tekax de alvaro Obregon,4501491,CONSEJO NACIONAL DE FOMENTO EDUCATIVO REGION 05 TEKAX,CONAFE CONSEJO NACIONAL DE FOMENTO EDUCATIVO ,611172,Escuelas del sector publico que combinan diversos niveles de educacion,6 a 10 personas,20.21392957,-89.30205586,2010-07
31,Yucatán       ,058,Peto,Peto,6,VI Oriente,31058,1,Peto,4504136,CONSEJO NACIONAL DE FOMENTO EDUCATIVO REGION 06 PETO,SECRETARiA DE EDUCACIoN PuBLICA ,611699,Otros servicios educativos proporcionados por el sector publico,51 a 100 personas,20.12628424,-88.93230298,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4520509,CONSERVATORIO DE DANZA DE YUCATAN,"CRESSIDA DANZA CONTEMPORANEA, A.C. ",611611,Escuelas de arte del sector privado,11 a 30 personas,21.00015271,-89.62375459,2014-12
31,Yucatán       ,038,Hunucma,Hunucma,1,I Poniente ,31038,1,Hunucma,7515391,CONSERVATORIO DE DANZA STAR DANCE,,611611,Escuelas de arte del sector privado,0 a 5 personas,21.01433245,-89.87634274,2019-11
31,Yucatán       ,079,Tekax,Tekax,7,VII Sur ,31079,1,Tekax de alvaro Obregon,4501523,CONSUELO SAVALA CASTILLO,SECRETARiA DE EDUCACIoN PuBLICA ,611122,Escuelas de educacion primaria del sector publico,11 a 30 personas,20.21736295,-89.29305341,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4536911,CONTEMPO ESCUELA DE ARTES ESENICAS,,611611,Escuelas de arte del sector privado,0 a 5 personas,21.0123114,-89.61278224,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4587154,COODINACION DE EDUCACION ARTISTICA DEL GOBIERNO DEL ESTADO,SECRETARiA DE EDUCACIoN PuBLICA ,611612,Escuelas de arte del sector publico,6 a 10 personas,20.99674058,-89.58045422,2010-07
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4574053,"COORPORACION INTEGRAL DE ARTES MARCIALES TAEKOWNDO, HAPKIDO OBVIDIO FIGUEROA",COORPORACION INTEGRAL DE ARTES MARCIALES TAEKOWNDO Y HAPKIDO OBVIDIO FIGUEROA AC,611621,Escuelas de deporte del sector privado,0 a 5 personas,21.28310531,-89.66877331,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4520640,COREAMEX,CENTRO EDUCATIVO COREAMEX SCP,611311,Escuelas de educacion superior del sector privado,0 a 5 personas,20.99559491,-89.63154607,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4540079,COSTURERO MUNICIPAL,AYUNTAMIENTO DE MeRIDA ,611512,Escuelas del sector publico dedicadas a la enseñanza de oficios,0 a 5 personas,20.98513751,-89.60167064,2014-12
31,Yucatán       ,041,Kanasin,Kanasin,2,II Noroeste ,31041,1,Kanasin,8527267,CREATIVA ESPACIO DE APOYO SICOEDUCATIVO,,611691,Servicios de profesores particulares,0 a 5 personas,20.93927915,-89.56701907,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4578990,CRECE PEQUEÑIN,CRECE PEQUEÑIN AC,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,20.99962671,-89.65442916,2010-07
31,Yucatán       ,052,Motul,Motul,4,IV Litoral centro ,31052,1,Motul de Carrillo Puerto,7409950,CREESERH,,611691,Servicios de profesores particulares,0 a 5 personas,21.09455763,-89.28091214,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7762174,CRESCENDO ESCUELA VIVA,,611111,Escuelas de educacion preescolar del sector privado,11 a 30 personas,21.02913606,-89.63734715,2019-11
31,Yucatán       ,070,Sucila,Sucila,5,V Noreste ,31070,1,Sucila,4489567,CRIIE SUCILA,SECRETARiA DE EDUCACIoN PuBLICA ,611699,Otros servicios educativos proporcionados por el sector publico,0 a 5 personas,21.15318269,-88.31683399,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8560512,CUAM,CENTRO UNIVERSITARIO ANGLO MEXICANO DE MERIDA SC,611311,Escuelas de educacion superior del sector privado,31 a 50 personas,21.05537963,-89.60023079,2019-11
31,Yucatán       ,095,Tixpehual,Tixpehual,2,II Noroeste ,31095,1,Tixpehual,4486153,CUITLAHUAC,SECRETARiA DE EDUCACIoN PUBLICA ,611122,Escuelas de educacion primaria del sector publico,11 a 30 personas,20.97722784,-89.44488338,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,9300667,CULTURA LABORAL,CULTURA LABORAL ,611710,Servicios de apoyo a la educacion,0 a 5 personas,21.01042599,-89.61677589,2020-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6412863,CUM,CENTRO UNIVERSITARIO MONTEJO AC,611171,Escuelas del sector privado que combinan diversos niveles de educacion,101 a 250 personas,21.02723767,-89.62667521,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8377928,CURSO DE PIROGRABADO,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.97142499,-89.60062256,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8045184,CURSOS DE ASESORIAS MATH WORK,,611691,Servicios de profesores particulares,0 a 5 personas,20.98635649,-89.53125336,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8335457,CURSOS DE DESARROLLO HUMANO,,611698,Otros servicios educativos proporcionados por el sector privado,0 a 5 personas,20.99649793,-89.63110829,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8352785,CURSOS DE INGLES,,611691,Servicios de profesores particulares,0 a 5 personas,20.99153371,-89.53903684,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7689605,CURSOS DE INGLES PARA NIÑOS Y ADULTOS,,611691,Servicios de profesores particulares,0 a 5 personas,20.98562593,-89.59172885,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4555469,CURSOS DE NATACION PARA NIÑOS LOS COCOS,,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.94420231,-89.6268193,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8335560,CURSOS Y TALLERES DE COSTURA SIN NOMBRE,,611511,Escuelas del sector privado dedicadas a la enseñanza de oficios,0 a 5 personas,21.02932914,-89.58003288,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7991012,DANCE CITY,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.99734212,-89.65492125,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,9285163,DANCE PERFORMANCE,DANCE PERFORMANCE ,611611,Escuelas de arte del sector privado,0 a 5 personas,21.08057792,-89.66245415,2020-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4532449,DANCE PERFORMARSE,,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.97731362,-89.58575818,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4539977,DANCE STUDIO,,611611,Escuelas de arte del sector privado,6 a 10 personas,20.99181805,-89.60276084,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7675358,DANCE STUDIO,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.9647593,-89.598374,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7006613,DANCE STUDIO RHYTHM,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.95073573,-89.59684669,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7514747,DANCED,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.95191694,-89.64808107,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,6223266,DANSEURS,,611611,Escuelas de arte del sector privado,0 a 5 personas,21.0181004,-89.64466706,2010-07
31,Yucatán       ,084,Temax,Temax,4,IV Litoral centro ,31084,1,Temax,4491134,DANSONIA BALLET,,611611,Escuelas de arte del sector privado,0 a 5 personas,21.14859986,-88.93976297,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8419157,DANTE ALIGHIERI YUCATAN,SOCIEDAD ITALOMEXICANA DANTE ALIGHIERI DE LA PENINSULA DE YUCATAN AC ,611631,Escuelas de idiomas del sector privado,0 a 5 personas,20.98664364,-89.62703318,2019-11
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,4,Chicxulub (Chicxulub Puerto),8738298,DEPARTAMENTO DE EDUCACION INICIAL NO ESCOLARIZADA,SECRETARIA DE EDUCACION PUBLICA ,611112,Escuelas de educacion preescolar del sector publico,0 a 5 personas,21.29449746,-89.6068133,2019-11
31,Yucatán       ,041,Kanasin,Kanasin,2,II Noroeste ,31041,1,Kanasin,4491715,DEPORTIVO CULTURAL FERNANDO PONCE G. CANTON,"DEPORTIVO CULTURAL PENINSULAR, S.C.P. SC",611621,Escuelas de deporte del sector privado,11 a 30 personas,20.94881568,-89.56973178,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4516554,DEPORTIVO SIQUEIROS,"SERVICIOS EDUCATIVOS PENINSULAR, AC",611131,Escuelas de educacion secundaria general del sector privado,0 a 5 personas,20.95739743,-89.59845219,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8060429,DESARROLLADORA DE GENIOS,DESARROLLADORA DE GENIOS SC,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,21.01925537,-89.56967063,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4537538,DESARROLLADORA DE GENIOS KINDER,DESARROLLADORA DE GENIOS SC,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,21.01909225,-89.57003164,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4523401,DEVANT ACADEMIA DE DANZA,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.96746148,-89.67733517,2014-12
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,8842803,DIANCO DANCE,,611611,Escuelas de arte del sector privado,0 a 5 personas,20.40571688,-89.53444668,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,8013820,DIGITAL ART SCHOOL,,611511,Escuelas del sector privado dedicadas a la enseñanza de oficios,6 a 10 personas,21.02180621,-89.64371021,2019-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4593037,DINA BELANGER,INSTITUTO BELANGER AC,611111,Escuelas de educacion preescolar del sector privado,6 a 10 personas,21.00235922,-89.61660809,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,9298327,Direccion Regional Sureste,COLEGIO NACIONAL DE CIENCIA Y TECNOLOGIA ,611312,Escuelas de educacion superior del sector publico,11 a 30 personas,21.04865293,-89.62563064,2020-11
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4518259,DOJO SOHAM ARTES MARCIALES,,611621,Escuelas de deporte del sector privado,0 a 5 personas,21.04097974,-89.64265349,2014-12
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4582336,DOJO YUCALTEPEN,,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.97429569,-89.6660635,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4582111,DRAGONES TAE KWON DO,,611621,Escuelas de deporte del sector privado,0 a 5 personas,20.97885364,-89.65590515,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,4512934,DYMANIC MARTIAL ARTS CENTER,,611621,Escuelas de deporte del sector privado,0 a 5 personas,21.0169497,-89.5907584,2010-07
31,Yucatán       ,050,Merida,Merida,2,II Noroeste ,31050,1,Merida,7674645,ECOLE JHONSON,,611691,Servicios de profesores particulares,0 a 5 personas,20.96812755,-89.59694521,2019-11
