cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,id_region,region,cve_local,nom_local,id_ue,nom_ue,razon_soc,cod_act,nom_act,num_per,lat,long,fecha
31,Yucatán       ,019,Chemax,Chemax,31019,6,VI Oriente,1,Chemax,6413658,ESTACIÓN DE SERVICIO CHEMAX,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.6574338,-87.94835099,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,31096,5,V Noreste ,8,Colonia Yucatán,6697954,ESTACIÓN DE SERVICIO COLONIA YUCATAN,CONSTRUCTORAS DE GASOLINERAS DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.20515072,-87.72350909,2016-01
31,Yucatán       ,058,Peto,Peto,31058,6,VI Oriente,1,Peto,4505534,ESTACION DE SERVICIO E00558 FULLGAS,SERVICIOS ECOLOGICOS RUINAS DE EDZNA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.12718957,-88.92969679,2010-07
31,Yucatán       ,098,Tzucacab,Tzucacab,31098,7,VII Sur ,1,Tzucacab,4504300,ESTACION DE SERVICIO E00565 TZUCACAB FULL GAS,SERVICIOS ECOLOGICOS RUINAS DE EDZNA SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.07165796,-89.04381665,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6223144,ESTACIÓN DE SERVICIO E07053,GRECIA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.9565797,-89.6988156,2014-12
31,Yucatán       ,029,Dzilam Gonzalez,Dzilam González,31029,4,IV Litoral centro ,1,Dzilam González,4516075,ESTACIÓN DE SERVICIO E09737,COMBUSTIBLES CAREY SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.27932515,-88.9387517,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,47,Ebtún,6415202,ESTACIÓN DE SERVICIO EBTUN,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.66816074,-88.2570706,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,31096,5,V Noreste ,9,El Cuyo,9324155,ESTACION DE SERVICIO EL CUYO,JOSE GABRIEL ESCALANTE Y SUCESORES S DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.51729521,-87.68686899,2020-11
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,1,Valladolid,4542583,ESTACIÓN DE SERVICIO EXPO FERIA,SERVICIO YUCATANENSE S DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.69378962,-88.21416475,2010-07
31,Yucatán       ,052,Motul,Motul,31052,4,IV Litoral centro ,1,Motul de Carrillo Puerto,9305485,ESTACION DE SERVICIO FULL GAS,SERVICIOS ECOLOGICOS MAYAPAN SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.09791993,-89.28426525,2020-11
31,Yucatán       ,040,Izamal,Izamal,31040,3,III Centro ,1,Izamal,4509073,ESTACION DE SERVICIO IZAMAL,ESTACIÓN DE SERVICIO IZAMAL SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.93348077,-89.02082014,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4523764,ESTACIÓN DE SERVICIO JP SEGUNDO S.A DE C.V.,ESTACION DE SERVICIO JP SEGUNDO SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.96865034,-89.6774599,2010-07
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,314,Familia Magaña,8296922,ESTACIÓN DE SERVICIO KANASIN,ENERMAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.90549163,-89.50805606,2019-11
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,1,Kanasín,6857993,ESTACIÓN DE SERVICIO LOS HEROES,COMBUSTIBLES Y LUBRICANTES CHICHI SUAREZ SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.98177095,-89.55345584,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6223810,ESTACIÓN DE SERVICIO NUEVA MAYAPAN,ESTACIÓN DE SERVICIO NUEVA MAYAPAN SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.97748203,-89.59618348,2010-07
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,31056,7,VII Sur ,1,Oxkutzcab,6722720,ESTACIÓN DE SERVICIO OXKUTZCAB II,AUTOSERVICIO YUCATAN SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.30716521,-89.41631714,2016-01
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6729477,ESTACIÓN DE SERVICIO PACABTUN  E08681,ESTACION DE SERVICIO PACABTUN SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.96464251,-89.58313264,2016-01
31,Yucatán       ,057,Panaba,Panabá,31057,5,V Noreste ,1,Panabá,4488051,ESTACION DE SERVICIO PANABA,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,21.29318151,-88.27079396,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6414410,ESTACION DE SERVICIO PEPETO,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.98196274,-89.61260156,2010-07
31,Yucatán       ,009,Cansahcab,Cansahcab,31009,4,IV Litoral centro ,1,Cansahcab,6414795,ESTACIÓN DE SERVICIO PEPETO SUCURSAL CANSAHCAB,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.14235984,-89.10516104,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6414493,ESTACION DE SERVICIO PERIFERICO NORTE,ESTACION DE SERVICIO PERIFERICO NORTE SA DE CV,468411,Comercio al por menor de gasolina y diesel,31 a 50 personas,21.03937069,-89.60131704,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4586927,ESTACION DE SERVICIO PERIFERICO SUR,ESTACIÓN DE SERVICIO PERIFÉRICO SUR SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.94277409,-89.64860428,2010-07
31,Yucatán       ,091,Tinum,Tinum,31091,6,VI Oriente,144,Estación de Servicio Pisté [Gasolinera],9324142,ESTACION DE SERVICIO PISTE,ELDA MARÍA GASQUE CASARES ,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.69961833,-88.59939083,2020-11
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,1,Valladolid,6415471,ESTACION DE SERVICIO SACIABIL,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.67181582,-88.20498981,2010-07
31,Yucatán       ,065,San Felipe,San Felipe,31065,5,V Noreste ,1,San Felipe,4516093,ESTACIÓN DE SERVICIO SAN FELIPE  E04822,ESTACIÓN DE SERVICIO SAN FELIPE SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.55726219,-88.2341653,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4535947,ESTACIÓN DE SERVICIO SIDERURGICA,ESTACION DE SERVICIO SIDERURGICA ,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.04410318,-89.62913252,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6880700,ESTACION DE SERVICIO TEMOZON,ENERMAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.05963793,-89.61322898,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,8940673,ESTACION DE SERVICIO TEMOZON NORTE,ESTACION DE SERVICIO TEMOZON NORTE SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.05984174,-89.63108262,2019-11
31,Yucatán       ,096,Tizimin,Tizimín,31096,5,V Noreste ,1,Tizimín,4547538,"ESTACIÓN DE SERVICIO TIZIMIN, S.A. DE C.V.",MULTISERVICIO TIZIMIN SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.14308649,-88.14796906,2014-12
31,Yucatán       ,101,Uman,Umán,31101,2,II Noroeste ,1,Umán,4559965,ESTACION DE SERVICIO UMAN S DE RL,SERVICIOS ECOLOGICOS DE YUCATAN S DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.90768746,-89.7179953,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6238820,ESTACION DE SERVICIO VISTA ALEGRE,ESTACIÓN DE SERVICIO VISTA ALEGRE SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.02220322,-89.57672267,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,1,Valladolid,6413183,ESTACION DE SERVICIO ZACI,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.71058534,-88.2026955,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,84,Cholul,6874547,ESTACIÓN DE SERVICIOS ABIMERHI CHOLUL,,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.0334573,-89.55460506,2019-04
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,1,Kanasín,8737527,ESTACIÓN DE SERVICIOS ABIMERHI KANASIN,,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.95500885,-89.56734721,2019-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,135,Xcanatún,8656249,ESTACIÓN DE SERVICIOS ABIMERHI PROGRESO,,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.08199638,-89.63550711,2019-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1019,Chaactún,8700131,ESTACIÓN DE SERVICIOS LAS PALMAS,ESTACION DE SERVICIOS LAS PALMAS SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.10389641,-89.62537435,2019-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6280096,ESTACION DE SERVICIOS PONIENTE,ESTACION DE SERVICIOS PONIENTE SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.99205034,-89.65165283,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6875268,ESTACION JARDINES,SERVICIO JARDINES SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.02025066,-89.56744434,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4516084,ESTACION MAYA,SERVICIOS ECOLOGICOS CORREDOR TURISTICO SA DE CV,468411,Comercio al por menor de gasolina y diesel,31 a 50 personas,21.05765798,-89.6314316,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9251101,ESTACION MERIDA,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.98097506,-89.5887754,2020-04
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,31056,7,VII Sur ,1,Oxkutzcab,6856470,ESTACION OXKUTZCAB,MEGASERVICIOS SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.30056137,-89.41007247,2019-04
31,Yucatán       ,002,Acanceh,Acanceh,31002,2,II Noroeste ,61,Mega Servicios [Gasolinera],6875388,ESTACIÓN TEPICH,MEGASERVICIOS SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.86361194,-89.49203278,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,8192617,ESTACION TIXCACAL,SERVICIO JARDINES SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.94859893,-89.68652633,2019-11
31,Yucatán       ,101,Uman,Umán,31101,2,II Noroeste ,1,Umán,9288780,ESTACIÓN UMÁN,SERVICIOS SAN NICOLAS S.A. DE C.V. ,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.89834739,-89.7285697,2020-11
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,1,Valladolid,6413649,ESTACION VALLADOLID,SERVICIOS ECOLOGICOS DE YUCATAN SC DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.69064,-88.21856672,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6875269,ESTACIONES DE SERVICIO DEL MAYAB S.A DE C.V. ES11818 SIIC:115938,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.98901657,-89.59565644,2019-04
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,31056,7,VII Sur ,129,Río Verde,6868807,ESTACIONES DE SERVICIO DEL MAYAB S.A. DE C.V. ES100034 SIIC:114154,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.28870343,-89.38781583,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6882057,ESTACIONES DE SERVICIO DEL MAYAB S.A. DE C.V. ES7785 SIIC:111905,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.99158915,-89.56200503,2019-04
31,Yucatán       ,002,Acanceh,Acanceh,31002,2,II Noroeste ,1,Acanceh,8700169,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV ES10860 SIIC:114980,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.82252522,-89.46582954,2019-11
31,Yucatán       ,076,Tecoh,Tecoh,31076,2,II Noroeste ,1,Tecoh,8208324,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV ES13432 SIIC: 117552,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.7463558,-89.47325434,2019-11
31,Yucatán       ,089,Ticul,Ticul,31089,7,VII Sur ,1,Ticul,8700168,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV ES9670 SIIC:113790,ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.38496944,-89.52835451,2019-11
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,31056,7,VII Sur ,129,Río Verde,8208334,"ESTACIONES DE SERVICIO DEL MAYAB, S.A. DE C.V. ES3096 SIIC:107632",ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.28886871,-89.38800243,2019-11
31,Yucatán       ,079,Tekax,Tekax,31079,7,VII Sur ,228,San Lorenzo,8208323,"ESTACIONES DE SERVICIO DEL MAYAB, S.A. DE C.V. ES9929 SIIC:114049",ESTACIONES DE SERVICIO DEL MAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.30643,-89.25426,2019-11
31,Yucatán       ,076,Tecoh,Tecoh,31076,2,II Noroeste ,1,Tecoh,4491504,EXPENDIO ACEITES Y LUBRICANTES,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.74767453,-89.47300354,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4513125,EXPENDIO DE ACEITES Y LUBRICANTES LEO,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.9039077,-89.61881833,2010-07
31,Yucatán       ,002,Acanceh,Acanceh,31002,2,II Noroeste ,1,Acanceh,4494053,"EXPENDIO DE ADITIVOS,LUBRICANTES Y ACCESORIOS EL CAMIONERO",,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.81247475,-89.44934798,2010-07
31,Yucatán       ,072,Suma,Suma,31072,4,IV Litoral centro ,1,Suma,4530905,EXPENDIO DE GASOLINA,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,21.08865566,-89.14485571,2014-12
31,Yucatán       ,066,Santa Elena,Santa Elena,31066,7,VII Sur ,1,Santa Elena,4515821,EXPENDIO DE GASOLINA EL CARMIN,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.32765015,-89.65098802,2010-07
31,Yucatán       ,069,Sotuta,Sotuta,31069,6,VI Oriente,1,Sotuta,4498677,EXPENDIO DE GASOLINA SANTUARIO,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.5964267,-89.00541326,2010-07
31,Yucatán       ,062,Sacalum,Sacalum,31062,7,VII Sur ,1,Sacalum,4516304,EXPENDIO DE GASOLINA SIN NOMBRE,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.4979325,-89.5896864,2010-07
31,Yucatán       ,029,Dzilam Gonzalez,Dzilam González,31029,4,IV Litoral centro ,1,Dzilam González,4490397,EXPENDIO DE LUBRICANTES Y ACEITE,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,21.27900745,-88.92766972,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4592064,EXPENDIO DE LUBRICANTES Y COMBUSTIBLE DURAN,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.9531376,-89.6022786,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9323801,FOMENTO GASOLINERO LAS AMERICAS,FOMENTO GASOLINERO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.06719167,-89.64420421,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6874411,FOMENTO GASOLINERO PERIFERICO 50,FOMENTO GASOLINERO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.91433035,-89.61701282,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,529,El Tentemozo,8700098,FOMENTO GASOLINERO WALKER,FOMENTO GASOLINERO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.93967298,-89.69753709,2019-11
31,Yucatán       ,059,Progreso,Progreso,31059,2,II Noroeste ,1,Progreso,6885124,FOMENTO GASOLINERO YUCALPETEN,FOMENTO GASOLINERO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.27652624,-89.69309176,2019-04
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9327198,FULL GAS,SERVICIOS ECOLOGICOS DE YUCATAN ,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.05618678,-89.63119732,2020-11
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,1,Kanasín,9283010,GAS Z,GAS Z DE SA DE CV ,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.93058292,-89.56538498,2020-11
31,Yucatán       ,047,Mani,Maní,31047,7,VII Sur ,1,Maní,4556119,GASILINA SIN NOMBRE,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.38714371,-89.39020587,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9282301,GASOLIERA PEMEX ES13611,PETROMAYAB SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.98215795,-89.54728187,2020-11
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,1,Kanasín,9297764,GASOLINERA,KANASIN ,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.92465291,-89.58134346,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9311205,GASOLINERA,GASOLINERA SA DE CV,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.94785621,-89.68674418,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6223326,GASOLINERA,SERVICIOS ECOLOGICOS DE YUCATAN S DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.00842327,-89.63196172,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6223645,GASOLINERA,SERVICIO GLORIETA SAN FERNANDO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.98761964,-89.61954664,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6765590,GASOLINERA 12857,SC PETROQUIMICA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.03621209,-89.59463603,2016-10
31,Yucatán       ,011,Celestun,Celestún,31011,1,I Poniente ,1,Celestún,6223795,GASOLINERA 4914,ESTACIÓN DE SERVICIOS DE SISAL SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.84909625,-90.40151595,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4583544,GASOLINERA ABOL ESTACIONES Y SERVICIO,ABOL ESTACIONES DE SERVICIO SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.00478007,-89.58503542,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,682,Figueroa Martínez [Gasolinera],9252354,GASOLINERA ALCAENERGETICA,ALCAENERGETICA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.69865472,-88.13533889,2020-04
31,Yucatán       ,080,Tekit,Tekit,31080,7,VII Sur ,1,Tekit,8577087,GASOLINERA ARCO GOMEZ FARÍAS,CORPORATIVO ENERVISION SAPI DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.53366247,-89.33327828,2019-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,75,Caucel,4583314,GASOLINERA COMBUSTIBLES PERIFERICO SUR,COMBUSTIBLES PERIFÉRICO SUR SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.00666838,-89.69155452,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4583898,GASOLINERA COMBUSTIBLES Y LUBRICANTES BRISAS S.A DE C.V,COMBUSTIBLES Y LUBRICANTES BRISAS SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.99265984,-89.58430349,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,31102,6,VI Oriente,1,Valladolid,6413639,GASOLINERA DE ALCOCER,,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.68969786,-88.20515218,2010-07
31,Yucatán       ,059,Progreso,Progreso,31059,2,II Noroeste ,3,Chelem,8812947,GASOLINERA DE CHELEM,GASOLINERA DE CHELEM SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.27081424,-89.73382516,2019-11
31,Yucatán       ,093,Tixkokob,Tixkokob,31093,2,II Noroeste ,1,Tixkokob,8835978,GASOLINERA DE CHELEM SA DE CV,GASOLINERA DE CHELEM SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.01241026,-89.39693898,2019-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4537582,GASOLINERA DE LA FLORIDA,COMBUSTIBLES Y LUBRICANTES LA FLORIDA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,21.01060613,-89.57462169,2014-12
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4577676,GASOLINERA DE MERIDA,GASOLINERA DE MÉRIDA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.99738704,-89.62147778,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,4576138,GASOLINERA DE SANTANA,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.97538222,-89.62049744,2010-07
31,Yucatán       ,083,Telchac Puerto,Telchac Puerto,31083,4,IV Litoral centro ,1,Telchac Puerto,4516095,GASOLINERA DE TELCHAC PUERTO ESTACIÓN DE SERVICIO  E03942,GAS TELCHAC SA DE CV,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,21.33997266,-89.30681644,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6467021,GASOLINERA ESTACIÓN 11493,COMBUSTIBLES Y LUBRICANTES ESCALA  SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.90182273,-89.6363704,2010-07
31,Yucatán       ,028,Dzilam de Bravo,Dzilam de Bravo,31028,4,IV Litoral centro ,1,Dzilam de Bravo,4490511,GASOLINERA ESTACION 3093,,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.39164681,-88.89178842,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6414368,GASOLINERA ESTACION 3441,ESTACION DE SERVICIO JACINTO CANEK SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.99125304,-89.66655392,2010-07
31,Yucatán       ,101,Uman,Umán,31101,2,II Noroeste ,1,Umán,4516097,GASOLINERA ESTACIÓN DE SERVICIO  E09269,SERVICIO EL ROBLE SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.91488734,-89.68316286,2010-07
31,Yucatán       ,041,Kanasin,Kanasín,31041,2,II Noroeste ,1,Kanasín,9285309,GASOLINERA G 500,GRUPO GASOLINERA G 500 ,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.94159231,-89.57372003,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9305612,GASOLINERA G500,GASOLOINERA SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.99159463,-89.66342201,2020-11
31,Yucatán       ,038,Hunucma,Hunucmá,31038,1,I Poniente ,1,Hunucmá,9306773,GASOLINERA G500,JP SEGUNDO SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,21.01249875,-89.86917164,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6280386,GASOLINERA GRUPO MASAGO,GRUPO MASAGO S DE RL DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.96944193,-89.68991161,2010-07
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,9296744,GASOLINERA KOHUNLICH,GASOLINERA KOHUNLICH ,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.97297193,-89.62132785,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,8305096,GASOLINERA LA GAS,CORPORATIVO REGIONAL GASOLINERO SA DE CV,468411,Comercio al por menor de gasolina y diesel,11 a 30 personas,20.97099443,-89.66371627,2019-11
31,Yucatán       ,062,Sacalum,Sacalum,31062,7,VII Sur ,1,Sacalum,9269328,GASOLINERA LOS 2 HERMANOS,,468411,Comercio al por menor de gasolina y diesel,0 a 5 personas,20.49138725,-89.58926589,2020-11
31,Yucatán       ,050,Merida,Mérida,31050,2,II Noroeste ,1,Mérida,6751620,GASOLINERA LOS COCOS,GASOCOCOS SA DE CV,468411,Comercio al por menor de gasolina y diesel,6 a 10 personas,20.94442736,-89.62787319,2016-10
