Capa,"Viviendas totales con agua entubada, drenaje y energía eléctrica"
Fuente,[1] Polígonos de localidades. Conjunto de datos vectoriales de información topográfica por Entidad Federativa Serie VI (localidad250_a) INEGI y [2] Datos de indicador. Censo de Población y Vivienda. Principales resultados por localidad (ITER) INEGI
Año,[1] 2019; [2] 2020
Campo,[2] VIVTOT y VPH_C_SERV
Escala,Localidad
Unidades,Porcentaje 
