Campo,Insumo de capa vulnerabilidad intrínseca del acuífero - Nivel freático
Fuente,"Batllori Sampedro, E. y Canto Mendiburu, S "
Año,2019
Campo,n_freat_m
Escala,Estatal
Unidades,Metros
